row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
324,ea0b937,2000,1279976.236,5.596469773,3469.3165,,317452.7872,2757250.114,2.597895245,73.5968999,3949542.984,37477033.76,32478146.48,1.113115455,815.9137177,-163.8927663,4.043181377,14721.97225,11.63550962,50.49397099,0.021561061,1.609590812,9.659114809,4.99202725,25.34195643,48.42163542,,,100.5011085,65.74135185,34.20948489,92.52648811,94.99892308,17.40770036,20.52882461,0,0.030372011,,94.08976201,144587.6995,15.30220831,16353911.89,1.133953036,26.75629495,0.050316714
325,dd64913,2010,4036.868109,99.09609878,18160.72724,,3177.541862,84560.21942,1.874501316,76.03914046,1336844.634,8273810.8,6944533.572,7.622365541,70.44552099,82.80074752,4.016593419,56829.60126,63.243975,,,,,,10.84699251,17.15116694,,91.17111684,91.04537396,40.58729629,42.26791051,96.06311397,97.73209799,25.97558557,25.24986443,0,,,100.1016141,163135.5066,3.879646796,5924360.582,5.979478275,22.94343415,0.771271705
326,8e8dfae,2010,151.7635151,44.36763191,2851.222141,,64.11834187,426.1295177,1.811583821,75.33603592,189128.8525,283271.4702,88390.47387,0.387089602,164.2128779,98.2834868,50.61464234,15639.87942,49.40233299,,0.367467078,57.6197401,24.59892386,52.16735482,6.517736219,24.38232872,,95.31180619,94.31555457,49.00882573,31.464605,93.01768497,100.8404675,20.89524267,24.028242,0.777495312,0.111933028,,98.00652101,1472.351012,10.75606593,152787.8351,,9.943518522,1.075418119
327,0593aa0,2006,68.99152913,41.02154912,1002.145893,,168.2804866,342.5322282,2.328576166,71.87600158,64906.39341,103010.2814,36320.70137,0.304097355,115.6618018,90.57797645,158.3440371,11222.1325,56.54861345,,4.026734171,261.5489031,19.12001997,33.55473108,27.86129123,49.99934049,,,,49.81631874,24.19116424,98.67381955,96.31108171,25.60784624,16.48743833,2.622136844,,,88.66258721,233.9262898,,,,26.56479258,0.417106806
328,ed9ad13,2014,1741789.505,,3658.843698,,9810.637308,2114257.026,2.645577358,74.86283761,5221450.465,31387194.17,26020287.12,2.771045931,,,,50315.03013,33.69102896,,,,,15.17932226,1.320574799,,,,98.81147232,,,98.85404547,97.50370414,42.02638806,32.36807915,0,0.010178065,0.101437446,98.57793961,591284.161,5.716179396,12555562.57,10.62469966,19.63874632,-0.280345049
329,8fb5447,2002,118.6738466,,1708.977972,,10.05547672,302.3824832,2.653138999,72.5949455,204403.548,293122.7733,86785.20291,2.467906181,32.21853098,99.85833106,83.14236968,7221.658616,,41.6540468,3.103831067,92.2225225,9.467661442,53.41594367,1.669414492,31.54021236,,99.49685034,96.98773747,65.46230012,42.31664691,85.13677986,96.41442306,47.62483529,3.526013086,13.2685006,,,89.40916124,590.5078225,2.538780447,108314.0464,,5.923622376,1.03495111
330,0c0177b,2002,592.274913,18.5841444,1647.432541,,2275.377378,5062.398427,1.750461502,68.61320852,1167325.056,1274420.248,131468.7463,0.431818271,121.5786878,97.43788148,5.998880483,20722.30469,,,-0.09864465,-6.821942483,20.13039446,11.3918484,8.437197546,60.64807312,,95.76802535,92.98639999,32.01498553,36.16071705,90.76954886,91.97676575,27.73914029,16.50135933,0.289425345,0.111972573,,94.05001251,28717.02513,10.28777951,599811.1707,0.219687856,19.75667614,-0.191116939
331,4080343,2007,35304.60179,0.295236446,1115.428594,,3486.045937,54169.00587,5.089700275,56.53828363,3820045.392,5894856.928,2160588.025,2.663911987,115.8767906,14.05996365,17.8486024,1166.904897,54.41863218,,4.942370842,20.40130022,16.3461656,21.55362394,1.630805011,18.13817522,,84.59292392,88.74182233,6.114548118,72.67814134,11.23441985,59.00826498,52.83656206,4.355857949,54.06628852,0.158557365,,29.89567425,1382.859654,1.853139774,2723095.41,,11.02651863,-0.36224661
332,fedb6c4,2009,10233.12478,29.96572557,3410.346383,0.308426418,10131.48903,25222.9293,1.480635998,74.94453546,894445.9038,2077818.668,1164078.698,0.082373508,355.0230086,26.54668037,18.13534769,11090.81828,54.3611365,,2.072835169,94.29456011,17.07623463,20.47741596,8.146811726,85.82311481,,92.72903821,92.2815724,31.74974774,36.04561888,91.80365426,98.30682899,18.13397469,17.39028948,0.418653035,0.009984269,2.713093908,100.4016063,8665.151914,32.70455759,954118.5476,1.674923588,32.07879889,-0.295755349
333,45a15a2,2006,43524.03608,21.63559408,2537.810496,,38292.56364,108524.0702,3.858690912,69.52963251,7032214.425,13365844.05,6380443.661,2.227861095,228.1934304,48.38919586,15.91326073,6349.724346,42.42043456,54.0598373,1.637487595,36.73863839,11.65176781,10.87200737,4.100536353,52.55956834,,92.15877632,92.68917016,17.72873817,46.19699022,59.65091978,89.55156151,22.23160709,13.22468249,10.54259362,0.050491925,,83.16661006,12528.36681,1.846152581,5218064.364,0.439270158,8.148035204,-0.751734548
334,6966b4a,2002,5172.989231,0.705714791,955.5318066,,4639.205799,9965.151689,5.995911303,57.17904208,656143.3363,1286713.015,641892.9691,3.197073293,77.53859056,37.3134592,240.260557,1478.319947,32.48290714,,12.02103756,48.6172171,4.931119675,,14.86127826,85.51566468,,67.7203629,71.05007075,13.75055663,54.96357592,59.57462402,83.73734268,57.79805805,4.168830553,5.148873702,0.323202628,,30.56170188,290.844196,9.53272244,404607.427,0.388333912,5.592785542,0.730688605
335,f196e55,2013,145.9600807,21.55131216,975.1684352,,3821.259467,5243.760907,1.891167701,75.79554557,94638.24595,402614.3695,309955.593,1.474416235,109.7064145,,,77837.82786,42.66525712,,,,,18.35222173,2.625127319,33.47228324,,97.51496561,96.90269286,,,,,14.19228932,16.73159957,2.551662686,,,98.05111259,7761.694908,5.949164458,210661.3027,2.316789714,,1.09678542
336,893d538,2010,141905.8437,0.202804053,1969.595168,,27489.32528,198016.5418,6.107033612,57.31397801,29448182.75,34094501.96,4970248.046,3.467194774,160.3851057,9.254464982,30.84194783,1566.615809,29.06480456,,8.345909396,49.71693965,,15.18497236,7.476204671,46.50793008,74.62489187,88.64080802,86.68841811,11.97384855,42.28515165,17.9558031,73.06445878,31.02135204,2.634634084,9.109828619,0.579082523,,14.9503718,3920.994036,4.051533691,12316375.07,3.263764332,31.17288121,-0.98003996
337,9e79f12,2003,109747.2598,76.59375423,2812.872239,,8477.998882,187973.4665,2.474330491,67.8819008,3262432.988,5047574.929,1759761.922,1.044075492,271.5608078,7.726033668,8.930649809,2264.911281,44.68069717,29.25987444,10.86351834,39.80559008,,16.27679786,9.392266416,65.34937141,,92.54780185,94.597475,35.02992783,58.11178277,91.93252928,80.40168183,32.33669762,8.72619694,0.099525443,0.009907081,,97.80752416,5329.816435,9.747267746,2188778.738,2.910199572,10.17079357,-1.152337551
338,ba2039a,2010,126352.5665,21.07894762,3799.201405,,313255.3007,648940.8213,2.383244485,64.83075246,33844120.67,49179765.02,15888894.81,0.69975033,321.5573311,-3.1249415,6.937769996,3775.049313,0.06600217,,0.729402822,6.995146518,,2.308559117,14.81770031,27.24046168,,88.38411389,89.37713875,31.86493362,51.69981141,77.3142583,77.88864961,39.86918132,2.599247528,5.835663677,0.050173293,,48.24916744,12469.72054,0.786735078,24109034.05,,4.302198838,-1.254895234
339,9e614ab,2000,17744.76968,30.54163255,3069.478801,,168079.625,233746.5401,4.239578192,58.29548502,4215667.621,5286128.703,1188801.88,1.68662985,171.9403523,1.822754412,10.82689987,2381.568029,37.42432081,,17.05472358,52.51338768,,12.76614285,9.237700245,19.36966292,70.21538945,73.22795662,74.30543769,10.09151122,75.52579211,27.7920787,46.19599779,43.16077906,0.9755794,61.02503767,0.029890369,,43.89777756,932.4979962,1.836041218,2388885.019,0.786147775,21.28884666,-0.678929387
340,e8739c8,2010,35131.60916,3.387239394,5032.046713,,27596.07481,88236.54266,1.424895868,75.12681605,3240646.644,7392935.504,4007293.918,-0.407904978,419.180784,-31.66477361,8.00983699,12678.57807,47.35145394,28.46409083,1.743695581,89.15014236,21.75566639,18.17948582,,,,94.09930991,93.11734895,37.69050649,39.3162569,94.79004886,97.33510513,24.03433772,18.06600575,0.063360802,0.010133323,4.671464573,100.2680856,46047.57211,19.46512886,3085050.708,2.206364093,21.17103709,-0.438107029
341,71dc81f,2012,1586.273688,4.430180457,3395.182103,,13684.23916,22931.14474,2.595856666,70.35113308,189753.6564,330861.7709,152489.6227,2.262609561,477.5471158,10.46856003,21.84220812,7929.386638,62.09241456,,1.808989209,78.51720573,22.32664881,38.03302988,19.03480982,47.49152145,,99.62233803,98.26551476,28.24116099,37.63737479,89.92484762,98.74949581,20.96607744,18.95980934,1.876461137,0.130352016,,90.51438243,467.7696714,14.09630521,152239.4071,0.972290246,3.144568729,0.182996991
342,75e8f46,2002,16242.00623,8.679637578,1085.834281,,21194.8678,28155.29436,5.610960196,53.35253934,809119.8621,1285997.37,488444.2747,2.043318145,153.1177062,44.31623772,56.58437665,1305.532393,23.37951973,35.35014728,14.52790954,46.82880721,,8.302082803,1.704972699,56.93952231,,,,8.042066814,69.01505171,13.80739386,55.73042591,47.25348422,3.583444413,32.40901611,0.713110223,,6.532820079,156.4056887,6.424274526,526285.8582,1.537456943,7.825309318,-0.865572641
343,c8e4701,2009,201897.1263,2.479190961,1682.099648,0.000767641,103124.099,318713.5185,5.240085106,49.45912213,9896052.246,20043900.95,10046679.06,2.242284409,259.3324195,53.6901405,10.13053557,2659.026501,39.77701158,,10.41067459,122.1323414,14.85971736,16.0370981,5.688075186,32.50922378,,50.43086071,55.25729793,13.96239036,68.31435695,20.76066507,81.37617711,51.34959471,6.359850239,28.3199456,0.209636727,0.203043666,57.66211647,5650.371312,3.183202974,6720811.427,1.724366658,8.842482928,-1.260792396
344,ea3bfc2,2008,16759.39583,34.90505935,4165.602588,,164663.172,195018.0155,2.693705823,66.20846708,537102.77,737197.4255,207150.7799,-0.205839615,434.3861432,-40.72024332,16.29143506,5329.274809,86.57914394,,8.414459649,216.3469956,,27.5712185,35.17702207,30.60642044,,99.09520002,96.53437954,31.40866163,49.99075963,82.92225725,90.95607619,36.70468179,17.30891538,0.929015642,0.110570498,,78.17808698,1548.343666,11.64537776,278122.0752,1.591225907,29.51279842,-0.65682291
345,2f1d47e,2008,93477.32918,64.78551603,4024.547745,,14562.57443,129955.8293,2.422644982,70.35742134,106569783,150785861.2,43292227.67,1.11972495,125.5365239,9.060410757,17.09528642,2249.432702,25.23796713,,2.07106527,13.64117023,7.526940895,6.437075356,3.935849029,21.66355533,,92.5265539,92.37815204,7.980127964,78.79176736,54.84174763,80.86783785,42.00737846,2.063183328,8.135158187,0.010095304,1.923655977,50.57196853,49148.07218,4.244942267,57241252,1.132865472,6.413872026,-1.480433255
346,ea3bfc2,2003,17165.88413,33.12076877,4137.431969,,168411.0396,197154.6117,2.899853945,64.61637221,544556.865,759001.8962,210437.9061,-0.003551887,447.6417216,-48.34705627,13.80889559,4693.804044,100.3997383,,13.77441618,127.9269693,,44.82366565,18.19604482,20.99879814,,87.83469092,89.56981065,36.7078072,51.00166677,81.43510195,88.88517718,40.61686292,14.16173582,1.17411542,0.170588205,,75.6435513,1544.003541,11.91570234,272067.109,2.175979411,19.78123112,-0.473425734
347,dd64913,2011,3908.999169,99.87232648,21018.37569,,3232.323411,84644.73403,1.839054322,76.10838457,1348286.45,8757028.243,7393673.141,4.651072861,57.28514579,96.61837071,3.947417123,59061.60625,61.22779357,,,,0.326187655,,15.05289117,16.11582587,,93.6978984,92.55270031,37.93671249,42.16751509,97.29990513,101.4859564,25.85760116,25.59974475,0,,,98.54573292,166139.5724,3.58485462,6171863.339,5.478751499,17.46733403,0.911119634
348,8fb5447,2012,78.34688319,,2457.017143,,10.01559609,297.7941921,2.183696582,77.51855691,219459.7747,389768.0455,160404.615,2.929497617,21.1601231,99.93437219,79.41408961,11390.49563,73.65949499,,2.13117914,146.0478526,,96.08941258,0.713223274,52.37903688,,,,83.2126025,40.8595495,98.92854508,97.40267739,40.92864725,6.365933968,0.018813806,,,100.8059479,1132.589949,5.158722366,193656.3998,,6.609968051,-0.31248488
349,93d74a6,2001,,,,,,25.78032629,0.877341811,81.51663253,0,444338.8145,435301.9834,2.291989673,6.05282672,,4.957715371,43165.73475,58.69593587,,,,16.59658956,,0.696721659,84.71525258,92.47352133,84.21830865,83.21443136,45.10163635,36.67017041,,,,,,,,100.2194465,1670.932938,6.499499152,223552.9656,,,
350,f405b98,2007,36747.30997,2.12794874,1295.076296,,27678.04538,73622.33275,5.538238643,45.20744643,3784995.115,6050307.543,2230297.303,2.841724493,137.3748356,29.67786516,53.94241236,1115.498861,25.06999785,,24.13790719,91.61545364,7.978559558,6.305743728,14.21996033,35.55756289,,,,11.97352917,61.27668906,11.99772816,54.82539882,50.12278929,4.35526244,22.73867166,,,13.33578235,636.38014,3.918322763,2123161.558,1.357423216,12.98511168,-0.020376188
351,4585568,2002,2202039.232,3.706946358,1968.440173,,8088359.453,16576770.74,1.283886681,65.45957102,38560378.39,143358840.7,106987067.8,-0.453144463,236.0727641,-10.65064226,6.012168643,15392.95329,24.5654186,37.37736347,,,13.5423416,11.34468921,9.025707655,21.86448212,99.75975162,,,43.24392957,45.60660516,71.76825143,93.88418272,21.45317321,19.83680137,0,,0.508739674,100.8163211,1583907.162,8.048566477,72652943.85,4.058314276,7.707187713,-0.768635057
352,22b9653,2006,573216.2124,2.615515686,439.9867704,,599016.6382,1233571.074,6.447361459,53.36664662,12862201.71,20648627.44,7523702.874,3.585437546,120.8092195,59.60532713,4.054209014,4647.138658,39.69214542,,0.457191824,8.042354739,29.63041738,21.60646768,1.611098931,24.10397667,,,,13.85299065,62.86045818,40.61373909,45.68413594,48.62271793,4.377099727,43.8448561,0.210028211,,28.65565581,21943.86567,19.18802775,8238390.998,4.677305309,14.74476311,-0.548602698
353,611025c,2001,49251.97234,2.037623499,1165.515063,,34915.49067,93744.77797,6.172515056,46.85469391,9853145.411,11489723.71,1695356.494,2.774104041,133.8060207,10.04549794,7.980629037,787.8817437,38.93639098,,24.82639403,34.7513215,,12.59342615,12.84582676,34.51400053,,,,4.06581427,73.88211922,35.08846726,65.24852066,35.72058464,1.96253686,14.94073089,1.417179165,0.594546875,5.294166261,874.848001,7.785998299,4703492.041,0.751194331,9.384233069,
354,22b9653,2007,571295.7235,2.556817185,459.395003,,577451.5495,1248321.121,6.296007983,56.13039006,13335279.5,21204977.92,7952044.444,3.570335603,128.2981395,59.58899037,2.973278652,5438.803636,43.38066731,,0.490586121,12.36575771,23.44920218,21.64299088,3.509175448,9.055581611,,,,15.20908306,61.14065162,41.39775598,47.14600101,48.04152545,4.582488344,43.55969612,0.210731201,,37.11041304,25527.05635,16.96033134,8479299.51,3.378672512,15.14565243,-0.709609142
355,0c0177b,2000,669.1993327,14.75247009,2304.490975,,2297.458081,5087.096562,1.780555744,67.62844108,1118986.542,1252382.332,137342.9408,0.248794761,106.0754801,93.49171604,7.908421892,18535.49696,,,-0.020456496,-1.199306597,19.08402991,11.73373736,7.895340028,19.23271934,,97.9259742,100.1037642,27.45444517,37.67090249,92.13701924,92.13342138,29.56665401,15.2237028,0.296082658,0.130317354,,90.92747886,23466.42093,11.88496065,587800.6577,,,0.030222054
356,508731a,2002,230683.695,53.09043768,3419.325703,,756050.1107,1283137.967,2.832209274,70.62212499,6862542.06,26467835.68,20032379.49,1.271204726,212.0821476,45.04978605,9.92503744,6676.623366,18.23252834,54.33932909,0.913793569,18.77754716,12.53444773,6.706854266,6.665655808,39.58936399,,,98.87418983,22.29844902,56.38991497,64.62854347,79.31988259,31.08800591,12.65496487,17.52162241,,,73.86911711,26989.7315,6.150061799,12604152.67,1.555890219,17.77222915,-1.070561658
357,c3782c8,2003,110382.5507,27.58208533,2819.014963,,69624.15663,292760.8322,3.583684357,68.69169701,44557513.18,82458175.86,39729500.18,2.083438333,187.3832637,22.46826052,6.065774717,4456.515065,55.0307963,42.30762718,0.713213576,8.666332688,12.0125992,13.42659964,5.602810218,23.69353912,91.15558176,91.82944744,89.95967927,21.81360238,57.25383705,65.07250425,89.69307557,33.18111891,2.811872203,10.20309582,0.009886303,0.202436894,76.02005569,71479.35948,3.517283967,32248648.1,1.558790558,17.77709774,-1.587838597
358,a7d355b,2003,1052724.43,27.1642831,2932.7616,,661677.4379,1965701.587,2.574479717,75.37653812,25759316.14,107428191.7,79429732.56,1.235339006,272.9856231,35.32086402,10.87033359,14750.02638,25.84417907,,0.016982285,1.124762656,,4.291989034,4.044576217,42.03667952,,101.0433777,98.25051138,38.10243424,45.18688207,75.7316393,91.6363286,22.19166146,20.39083629,8.720345337,0.020063526,,98.71269701,444220.4391,2.941535147,42761270.28,0.440857396,22.29244189,-0.138363288
359,75c02b8,2010,2133551.216,7.02331705,792.5789389,,32841.4998,2680808.564,2.645312614,69.52912344,7598368.835,16384403.75,8919753.913,1.39382355,437.4773945,-64.27834471,4.03562056,19791.13004,29.75293749,27.68328758,0.164122296,12.93106915,15.64343017,10.34831515,17.89427416,30.94735631,99.12443164,,97.89221237,54.99633266,38.69444051,96.764546,93.69355486,29.82876038,20.06912725,0.034499782,0.01970644,0.496920341,99.29152084,244117.5536,5.748528486,8880505.985,1.028968299,17.57303957,0.446263281
360,5c83a63,2011,27887.15325,0.198892931,3011.824422,,21472.6329,61876.59713,1.558264788,73.36692098,1023989.564,3071237.496,1988654.959,-2.25475689,542.8475241,-68.41522533,9.024343136,22775.64428,76.67199314,31.94914968,,,4.512879361,21.71462963,33.17597325,82.70403013,99.66882607,97.49689837,98.05083401,73.89339684,39.15046727,91.40869918,96.85379299,23.34331978,25.8089599,0,0.020142685,2.746796513,101.6125091,13575.48151,15.30171509,1465436.822,0.779190819,18.8968269,0.644767642
361,679c02d,2012,4265.322583,2.392064781,2400.057964,,9964.436427,18078.24074,2.661593975,69.94133816,412864.5053,856515.3995,457196.9966,0.7496665,227.4348669,101.5419194,26.23245181,7474.550039,64.75432651,,2.757462438,122.1384498,23.48514227,44.53351033,13.51589389,14.77074379,,,96.84194609,32.50533163,46.6272299,91.55134338,94.9431634,29.47794594,28.01224433,0.241830681,,,92.62067425,1042.47534,9.091684705,355538.9517,1.5157135,,-0.039644733
362,889f053,2009,234959.017,55.2694633,991.5421206,0.098596049,5457.803706,527637.1644,4.787285645,62.42416129,15516559.98,23280079.38,7066730.869,2.726090325,70.80209866,87.01392819,32.37739466,4284.049085,40.40919349,,2.304946131,24.3553782,,13.18517916,2.130897594,17.92918453,,,,11.98097058,63.26319111,52.92035601,54.63227868,63.12522837,10.00976977,23.81509507,0.009868315,,62.75254123,24075.6168,14.62941664,5327447.486,5.596003774,0.303311924,-2.339757657
363,889f053,2012,231975.7385,55.71560266,1046.026229,,5512.819246,532498.5815,4.420318969,63.18837226,16923482.26,24834490.66,8038558.27,2.640933578,71.3726231,96.83779037,33.50709794,3781.013625,37.00283109,,2.119241533,28.07508264,,11.12750699,1.714905366,14.9272144,,75.32417829,86.15523652,13.21414566,61.06828458,54.2869601,55.60794914,66.23896131,10.7638818,21.84772848,0.010073402,,66.24493933,18700.19702,15.1646678,5526207.826,4.614544013,0.298533545,-2.428035329
364,5f1162c,2013,1085.637787,55.43226216,1666.532289,,1706.540229,9161.745706,1.357496715,78.66284122,372166.5443,1146327.453,753804.3856,0.78518942,271.3488323,,,29510.11766,57.94614266,36.47929981,,,23.5547875,68.49513299,11.78138277,25.32107858,,97.6719445,99.36888491,,,100.4250118,101.5394205,22.21289376,23.92551921,0,,,98.52081611,5900.73598,15.83431744,592501.6937,1.598444308,10.81284836,0.551508808
365,0ea781c,2000,489.399136,,,,1714.608118,2823.128986,4.562518297,68.32481823,135436.828,174028.577,39115.80946,0.488248846,254.1731164,,112.7617196,4251.909857,51.21125198,,10.18754841,155.6908384,,,7.94378694,49.70702798,,91.80035449,92.42337635,45.18567022,31.01662435,91.9792824,93.15928703,21.82785428,35.37673682,0.076886172,,,87.41467769,143.0431903,4.385675996,34906.59024,,8.24392736,1.176929141
